Day,Predicted Close
Day 1,1423.4708251953125
Day 2,1409.1312255859375
Day 3,1396.9322509765625
Day 4,1397.704833984375
Day 5,1397.704833984375
Day 6,1397.704833984375
Day 7,1397.704833984375
Day 8,1397.704833984375
Day 9,1397.704833984375
Day 10,1397.704833984375
Day 11,1397.704833984375
Day 12,1397.704833984375
Day 13,1397.704833984375
Day 14,1397.704833984375
